CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,credit_utilization,payment_ratio,purchase_frequncy,average_transaction_value,oneoff_purchase_ratio,installments_purchase_ratio,main_purchase_type,customer_segment
C12493,7.142948142488694,1.0,7.766111766726074,7.683771937364377,5.233672173054505,4.976854928180732,1.0,0.4054651081081644,0.833333,0.1541509655415032,1.0986122886681096,3.367295829986474,7.824445930877619,7.070514256016197,5.8038662306734565,0.1541509655415032,12,0.912901463642361,1.218242112240372,0.6408425577267738,2.3063348629981433,0.9893975477259441,0.6739115184355429,Oneoff,Oneoff Only
C12494,5.082336104693219,1.0,7.403042809387332,6.880353249233798,6.505784060128229,0.0,1.0,0.6931471805599453,0.416667,0.0,0.0,3.044522437723423,8.853808274977197,7.365491060587242,5.189708112783956,0.6505877400541777,12,0.5740282539274105,1.41924958023046,0.0,2.4315941041062072,0.9293953076307023,0.8787986545044226,Oneoff,Oneoff Only
C12495,9.461655551034585,1.0,6.654693610880642,6.4776183080683225,4.844187086458591,8.904274245209624,0.416667,0.22314355131420976,0.333333,0.1541509655415032,2.4849066497880004,2.833213344056216,9.546884034617925,7.967742878466052,8.111482072749958,0.0,12,0.9910726386458354,0.9822795399170284,1.338044208474278,2.3488148624040224,0.9733909157706682,0.7279354046500633,Oneoff,"High Util, Low Repay"
C12497,8.018192746807145,1.0,0.0,0.0,0.0,5.916466873903015,0.0,0.0,0.0,0.0800423999811814,1.0986122886681096,0.0,8.006700845440367,4.5292902818127265,10.171381518828797,0.0,12,1.0014352854675872,0.445297452802091,0.0,0.0,0.0,0.0,Mixed,"High Util, Low Repay"
C12498,7.839232978049675,1.0,0.0,0.0,0.0,6.32530200324155,0.0,0.0,0.0,0.1541509655415032,1.0986122886681096,0.0,7.919719760924575,6.839497754918129,6.4025603116091805,0.0,12,0.9898371678159603,1.0682441745244773,0.0,0.0,0.0,0.0,Mixed,Typical
C12499,7.773797744552424,1.0,6.756350824822904,6.756350824822904,0.0,5.879331306572061,0.333333,0.28768182245174967,0.0,0.1541509655415032,1.3862943611198906,2.639057329615259,8.853808274977197,6.6191263143694385,6.394654819738806,0.0,12,0.8780174025817659,1.035102988504984,0.8701933127822989,2.5601379511554203,1.0,0.0,Oneoff,Oneoff Only
C12500,8.19594263705626,1.0,0.0,0.0,0.0,7.150858300978234,0.0,0.0,0.0,0.08701129365629297,0.6931471805599453,0.0,8.699681400989514,6.917989831816649,7.26746246981007,0.0,11,0.9420968722054629,0.9519127013802722,0.0,0.0,0.0,0.0,Mixed,"High Util, Low Repay"
C12501,8.270015250747704,1.0,6.398594934535208,0.0,6.398594934535208,7.268355037549621,0.5,0.0,0.416667,0.4054651081081644,1.9459101490553132,1.9459101490553132,8.45553053102413,7.052643429437977,7.297561696535872,0.0,12,0.9780598887798047,0.9664383423830242,1.1359298583381248,3.2882273303531266,0.0,1.0,Installment,"High Util, Low Repay"
C12502,4.098726265191983,0.181818,5.709366852950102,0.0,5.709366852950102,0.0,0.090909,0.0,0.090909,0.0,0.0,0.6931471805599453,8.517393171418904,8.053140357016986,4.401997666906801,0.0,11,0.48121839425538465,1.8294285836538784,0.0,8.23687524536694,0.0,1.0,Installment,Installments Only
C12503,7.017114731224235,0.727273,0.0,0.0,0.0,5.702645581971887,0.0,0.0,0.0,0.0800423999811814,0.6931471805599453,0.0,8.699681400989514,8.25421353261249,6.3067107304498995,0.1053604156578213,12,0.8065944495882458,1.308798498202828,0.0,0.0,0.0,0.0,Mixed,Typical
C12504,7.029723000835248,1.0,4.037597828336212,4.037597828336212,0.0,4.050978988322591,0.083333,0.0800423999811814,0.0,0.0800423999811814,0.6931471805599453,1.3862943611198906,7.0909098220799835,5.588320813773291,6.302111742728382,0.0,12,0.9913710902013999,0.8867378177198,1.0033141388903244,2.912511182022351,1.0,0.0,Oneoff,"High Util, Low Repay"
C12505,6.115684485825867,1.0,8.40507880854552,8.261306899503985,6.396196052862395,0.0,1.0,0.6931471805599453,0.416667,0.0,0.0,3.9889840465642745,8.294299608857235,8.29678616589753,5.222032688626731,0.6931471805599453,12,0.7373358540478946,1.588803950608625,0.0,2.1070725554254452,0.9828946387872818,0.7609918001434234,Oneoff,Oneoff Only
C12506,8.71209970143551,1.0,6.90875477931522,6.90875477931522,0.0,8.380656716164717,0.083333,0.0800423999811814,0.0,0.4054651081081644,2.0794415416798357,0.6931471805599453,9.546884034617925,7.219879846406022,7.477069994743063,0.0,12,0.9125594979309055,0.9656028165420593,1.2130488031296702,9.967226258835993,1.0,0.0,Oneoff,"High Util, Low Repay"
C12507,8.157996997796985,1.0,6.705639094860003,6.461327541465095,5.182289040487914,0.0,0.583333,0.22314355131420976,0.5,0.0,0.0,2.772588722239781,9.350189267092581,6.854395814692791,6.982380997225075,0.0,12,0.8724953864312198,0.9816702665490257,0.0,2.4185480670364212,0.9635662537248422,0.7728255229930634,Oneoff,"High Util, Low Repay"
C12508,7.222562420275549,1.0,6.258261281343595,4.948759890378168,5.946231797828224,0.0,1.0,0.0800423999811814,1.0,0.0,0.0,3.044522437723423,8.006700845440367,6.425024546657127,6.148979312762193,0.0,12,0.9020647279945064,1.04489285454612,0.0,2.0555806072571703,0.7907563567425412,0.9501411862675729,Installment,Installments Only
C12509,4.119382481041072,0.8,6.152732694704104,0.0,6.152732694704104,0.0,0.6,0.0,0.5,0.0,0.0,1.9459101490553132,6.90875477931522,6.295928294989976,4.753853259948998,0.6061356217521172,10,0.5962554197718066,1.3243842312157366,0.0,3.161879132852609,0.0,1.0,Installment,Installments Only
C12510,7.581883956390197,1.0,6.167851864413745,0.0,6.167851864413745,0.0,1.0,0.0,1.0,0.0,0.0,3.8918202981106265,7.601402334583733,6.674677327012873,6.646076895544466,0.0,12,0.9974322661353242,1.004303355485938,0.0,1.5848244245521999,0.0,1.0,Installment,Installments Only
C12511,8.331941948720418,1.0,6.331946590839425,5.930253816063085,5.231108616854587,7.109655207536721,0.333333,0.0800423999811814,0.166667,0.4595321188521022,2.772588722239781,1.6094379124341003,8.987321812850125,7.525724434547508,7.067448470389871,0.0,12,0.9270772897891961,1.0648431985146622,1.1228229906143594,3.934259620654171,0.9365609344593212,0.826145410705541,Oneoff,Oneoff Only
C12512,3.1580196462445578,0.428571,5.850188959750028,0.0,5.850188959750028,0.0,1.0,0.0,1.0,0.0,0.0,2.0794415416798357,7.496097345175956,5.832986213983058,4.328262579943986,0.6931471805599453,7,0.42128850531495193,1.3476507273407026,0.0,2.81334620016491,0.0,1.0,Installment,Installments Only
C12513,8.93519151206298,1.0,0.0,0.0,0.0,8.254519189044913,0.0,0.0,0.0,0.0800423999811814,1.0986122886681096,0.0,8.987321812850125,7.3368130557771245,7.607563087230725,0.0,12,0.9941995733687194,0.9644104125921672,0.0,0.0,0.0,0.0,Mixed,"High Util, Low Repay"
C12514,3.8513051442650585,1.0,6.701923510286521,6.395411837246348,5.374722697750442,0.0,1.0,0.6505877400541777,1.0,0.0,0.0,3.2188758248682006,8.699681400989514,7.182000491563444,5.259992854886204,0.6931471805599453,12,0.4426949639589107,1.3654011877396022,0.0,2.0820696028437,0.9542651191751561,0.8019671799448307,Oneoff,Oneoff Only
C12515,9.079378002412797,1.0,6.988394731644883,6.210760706693298,6.374854447564289,8.41306419912212,1.0,0.4054651081081644,0.833333,0.5108258237659706,3.295836866004329,3.295836866004329,9.825580063659602,7.583347055227858,7.590556131907538,0.0,12,0.9240551645386647,0.9990502571149726,1.2038621918458672,2.1203703386318344,0.8887249425922811,0.9122058344382926,Installment,"High Util, Low Repay"
C12516,8.00958361395829,1.0,7.037572281793943,6.49317878800551,6.171700597410915,8.044767735915297,0.75,0.34830692956230574,0.5,0.34830692956230574,2.5649493574615367,2.833213344056216,8.732465848349879,6.286169133884521,6.8904845905218535,0.0,12,0.9172190024048948,0.9122971035348381,1.143116889431736,2.483954234000073,0.9226447030324978,0.876964434649855,Oneoff,"High Util, Low Repay"
C12517,5.376264837668762,1.0,7.752558602025152,4.925803358579558,7.6919855359017655,0.0,1.0,0.1541509655415032,1.0,0.0,0.0,4.330733340286331,8.160803920954665,7.773091926299003,5.18561455654022,0.6061356217521172,12,0.6587910810923928,1.4989721741843298,0.0,1.7901260578451093,0.6353777651281245,0.9921867000002343,Installment,Installments Only
C12518,4.576314300742501,1.0,6.977029444235621,6.072583598392774,6.459794902211031,0.0,1.0,0.6931471805599453,0.75,0.0,0.0,3.332204510175204,9.210440366976517,7.114789938400444,5.263712433074609,0.6931471805599453,12,0.49686161773009274,1.3516676735025577,0.0,2.093817898310442,0.8703680623578142,0.9258660800905856,Installment,Installments Only
C12519,7.005477777713178,1.0,7.243663070619962,7.126489121807647,5.047995302853334,0.0,0.75,0.34830692956230574,0.416667,0.0,0.0,2.833213344056216,8.853808274977197,5.553906965472277,5.851756794264544,0.0,12,0.7912389290732886,0.9491007847277253,0.0,2.5566952399883354,0.9838239371889661,0.6968843323660127,Oneoff,Oneoff Only
C12520,8.472360316976955,1.0,7.2938608616100105,6.784208162886389,6.377508954976542,8.509954422432108,1.0,0.34830692956230574,1.0,0.5108258237659706,3.5263605246161616,3.4011973816621555,8.853808274977197,8.468355273176599,7.240284435441891,0.0,12,0.9569170749858795,1.1696163802243986,1.1667283738880732,2.1444979644331967,0.9301257991626779,0.8743666867219074,Oneoff,Oneoff Only
C12521,6.6423308491812705,0.909091,0.0,0.0,0.0,7.584677754471532,0.0,0.0,0.0,0.0800423999811814,0.6931471805599453,0.0,9.04793908261736,7.991206121252378,5.8200573187484235,0.1670539308170005,12,0.734126389283757,1.3730459484496709,0.0,0.0,0.0,0.0,Mixed,Typical
C12522,8.456656190785955,1.0,0.0,0.0,0.0,9.199791662965508,0.0,0.0,0.0,0.6505877400541777,3.4339872044851463,0.0,9.105090961257085,9.080217785621382,7.293943735884443,0.0,12,0.9287832737497874,1.2448982490705134,0.0,0.0,0.0,0.0,Mixed,Typical
C12523,7.605621907905435,1.0,0.0,0.0,0.0,7.79856713513206,0.0,0.0,0.0,0.0800423999811814,1.6094379124341003,0.0,7.972810784121404,8.037199688650732,6.52580609680591,0.0800423999811814,12,0.9539448650973555,1.231602589691499,0.0,0.0,0.0,0.0,Mixed,Typical
C12524,7.9575862559416315,1.0,3.417726683613366,3.417726683613366,0.0,4.6457462878792315,0.1,0.09531017980432487,0.0,0.26236426446749106,1.6094379124341003,0.6931471805599453,8.006700845440367,6.232558945564667,7.145492518516032,0.0,10,0.9938658143414082,0.8722364384840245,1.3593088968037523,4.930737337562887,1.0,0.0,Oneoff,"High Util, Low Repay"
C12525,5.293933370866566,1.0,0.0,0.0,0.0,6.882084676465482,0.0,0.0,0.0,0.1541509655415032,1.791759469228055,0.0,7.0909098220799835,5.539205078950222,4.309612045245673,0.0800423999811814,12,0.7465802701907287,1.2853140887846333,0.0,0.0,0.0,0.0,Mixed,Typical
C12526,3.36215692426183,0.636364,5.57485001452115,0.0,5.57485001452115,0.0,0.583333,0.0,0.5,0.0,0.0,2.0794415416798357,8.294299608857235,6.005299210303573,5.142176308064043,0.5877866649021191,12,0.4053575446770072,1.1678516741804374,0.0,2.68093615654981,0.0,1.0,Installment,Installments Only
C12527,7.30562999077979,1.0,8.322875163851862,8.288278016278777,4.948759890378168,0.0,0.75,0.5108258237659706,0.25,0.0,0.0,3.4657359027997265,8.517393171418904,8.274712548847127,6.16471877800179,0.0800423999811814,12,0.8577307450470497,1.3422692659354791,0.0,2.4014741449654,0.9958431254954601,0.5945973948848539,Oneoff,Oneoff Only
C12528,9.298035334018303,1.0,0.0,0.0,0.0,10.04896448364383,0.0,0.0,0.0,0.4595321188521022,3.1780538303479458,0.0,9.61587214452889,9.81700083806886,8.048210578356034,0.0,12,0.96694664761205,1.2197743513905581,0.0,0.0,0.0,0.0,Mixed,Typical
C12529,4.690840790377048,0.875,4.780467127845082,4.780467127845082,0.0,6.1608238853235475,0.125,0.11778303565638346,0.0,0.11778303565638346,0.6931471805599453,1.0986122886681096,7.824445930877619,5.26673100344348,4.060437338116538,0.22314355131420976,8,0.5995109215165738,1.2970846647485736,1.2887493461545245,4.351368701364726,1.0,0.0,Oneoff,Oneoff Only
C12530,4.777253577841955,0.727273,6.750282420157573,6.750282420157573,0.0,0.0,0.25,0.22314355131420976,0.0,0.0,0.0,1.3862943611198906,7.601402334583733,6.748667716780644,4.31215120420344,0.0,12,0.6284700332341461,1.5650350363878969,0.0,4.8692994860806404,1.0,0.0,Oneoff,Oneoff Only
C12531,6.760971921664894,1.0,7.726821199313842,7.424016105238067,6.386256229659672,5.648943255286875,1.0,0.6931471805599453,0.666667,0.1541509655415032,1.0986122886681096,3.7376696182833684,8.412054873292933,8.201162802804928,5.836523304868592,0.28768182245174967,12,0.8037241819629601,1.40514521649624,0.731082434751889,2.067283090382559,0.9608111684915571,0.8265049837346806,Oneoff,Oneoff Only
C12532,2.0984487546787056,0.3,4.662967284714308,0.0,4.662967284714308,0.0,0.4,0.0,0.3,0.0,0.0,1.6094379124341003,7.313886831633462,5.607887467540383,4.284954866683779,0.0,10,0.2869129374004881,1.3087389813933912,0.0,2.8972644727015755,0.0,1.0,Installment,Installments Only
C12533,3.8967527868320477,0.727273,6.156321990150294,4.060443010546419,6.027531253144375,0.0,0.416667,0.0800423999811814,0.333333,0.0,0.0,1.791759469228055,9.798182590890704,6.6173376456264625,5.061408829765976,0.34830692956230574,12,0.3977015891145802,1.3074102227644844,0.0,3.4359087231740024,0.6595566341466313,0.9790799218734862,Installment,Installments Only
C12534,6.197194935480911,1.0,6.83843735467124,5.450480357945144,6.552736106354346,6.895753488764392,0.416667,0.0800423999811814,0.25,0.0800423999811814,0.6931471805599453,1.791759469228055,8.612685172875459,8.061919163638432,5.600845408958772,0.0800423999811814,12,0.7195427222857487,1.4394111201039534,1.0083814665720379,3.8166045566470195,0.7970359418766918,0.958221267008941,Installment,Installments Only
C12535,7.522534786422886,1.0,5.730489317484765,5.730489317484765,0.0,0.0,0.083333,0.0800423999811814,0.0,0.0,0.0,1.0986122886681096,9.04793908261736,8.138227919738904,6.155266431017681,0.0,12,0.8314086465143166,1.3221568897048328,0.0,5.216116164540686,1.0,0.0,Oneoff,Oneoff Only
C12536,7.2576930139094795,1.0,0.0,0.0,0.0,4.586049128170656,0.0,0.0,0.0,0.2513142060586592,1.6094379124341003,0.0,7.313886831633462,5.310370405951366,5.457650238450278,0.0,7,0.9923168324835248,0.9730140580535382,0.0,0.0,0.0,0.0,Mixed,"High Util, Low Repay"
C12537,6.237356977331936,0.727273,4.060443010546419,4.060443010546419,0.0,9.234065549923264,0.083333,0.0800423999811814,0.0,0.1541509655415032,1.9459101490553132,0.6931471805599453,9.433563920090563,9.61877872760001,5.552499587666232,0.1335312676245148,12,0.6611877579000978,1.7323330827374042,2.274152235590821,5.857980995127572,1.0,0.0,Oneoff,Oneoff Only
C12538,5.82981146030727,1.0,7.864266224342657,0.0,7.864266224342657,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,7.496097345175956,7.856777847481987,7.7729086710440365,0.6466272125440989,12,0.7777128806977128,1.0107899346290254,0.0,3.0660512658720545,0.0,1.0,Installment,Installments Only
C12539,8.547317284530397,1.0,0.0,0.0,0.0,7.963486878388092,0.0,0.0,0.0,0.1541509655415032,1.6094379124341003,0.0,8.853808274977197,7.217754728066376,7.123877530560332,0.0,12,0.9653831457686959,1.0131778230469748,0.0,0.0,0.0,0.0,Mixed,Typical
C12540,7.093790395303989,1.0,6.089044875446846,0.0,6.089044875446846,7.295098002155978,0.333333,0.0,0.25,0.0800423999811814,1.3862943611198906,1.6094379124341003,8.006700845440367,6.372956960964037,5.592590909945966,0.0,12,0.8859816961119186,1.1395356934887286,1.1980693444340276,3.7833362992163058,0.0,1.0,Installment,Installments Only
C12541,8.770116760113769,1.0,6.576135251331843,4.015662040187632,6.4972273765315105,7.769144160824757,1.0,0.0800423999811814,0.916667,0.34830692956230574,2.3978952727983707,3.5263605246161616,8.853808274977197,7.219152838499912,7.585645342403835,0.0,12,0.9905473992361051,0.951686048139474,1.1814148985532646,1.8648505180983004,0.610641643870441,0.9880008741024067,Installment,"High Util, Low Repay"
C12542,6.011702653098961,0.909091,8.351695712794845,7.751974118331079,7.556009690651345,0.0,0.833333,0.4054651081081644,0.75,0.0,0.0,3.4011973816621555,9.825580063659602,8.22889087411905,5.128851284902919,0.6931471805599453,12,0.6118420097489758,1.6044315611843307,0.0,2.455516330167641,0.9281916373527607,0.9047276086789772,Oneoff,Oneoff Only
C12543,8.276574088773051,1.0,6.842373735934762,0.0,6.842373735934762,8.535906661089651,0.833333,0.0,0.75,0.1541509655415032,1.3862943611198906,3.5553480614894135,8.699681400989514,8.765734512609699,7.278555584902694,0.0,12,0.9513651945727187,1.2043233592653653,1.247506638852654,1.9245299243833645,0.0,1.0,Installment,Installments Only
C12544,8.840733348853517,1.0,6.162282692643507,4.2626798770413155,6.002676458071829,6.939819622256855,0.583333,0.0800423999811814,0.5,0.1541509655415032,1.6094379124341003,2.4849066497880004,8.922791623969637,7.374564475832249,8.070021796353988,0.0,12,0.9908035199549339,0.9138221261266054,1.1261767705888543,2.479884986089615,0.6917371515802212,0.9740994948572846,Installment,"High Util, Low Repay"
C12545,6.9621544157939335,1.0,6.787213441328647,0.0,6.787213441328647,0.0,0.833333,0.0,0.833333,0.0,0.0,4.718498871295094,6.90875477931522,6.964375800961971,7.386719397245249,0.0,12,1.0077292707853218,0.9428239285167941,0.0,1.4384264204487875,0.0,1.0,Installment,"High Util, Low Repay"
C12546,8.206660715850399,1.0,6.2032235395555535,5.564520407322694,5.45677305224001,0.0,0.416667,0.0800423999811814,0.416667,0.0,0.0,1.9459101490553132,9.15915233520675,6.9583628858397155,6.71182175184395,0.0,12,0.8960065752269366,1.0367323720907864,0.0,3.1878262943266167,0.8970368989348687,0.8796673241652959,Mixed,Typical
C12547,8.770916716137059,0.909091,7.676070227057117,7.1901785481347265,6.72237705533828,7.409160447871885,1.0,0.4595321188521022,1.0,0.34830692956230574,2.8903717578961645,4.330733340286331,8.922791623969637,9.178911836597528,8.059719683925461,0.0,12,0.9829789919754944,1.138862416630223,0.9652283302145399,1.7724642973629972,0.9367004646192933,0.8757576281210668,Oneoff,Oneoff Only
C12548,8.427497943337222,1.0,6.791198990563576,6.791198990563576,0.0,7.510391870353303,0.416667,0.34830692956230574,0.0,0.1541509655415032,1.0986122886681096,2.0794415416798357,8.699681400989514,7.073562776208715,7.09170959127175,0.0,12,0.9687133993641039,0.9974411226475814,1.1059007225070345,3.265876368458735,1.0,0.0,Oneoff,"High Util, Low Repay"
C12549,8.181604029609662,0.888889,7.8298133477503535,7.8298133477503535,0.0,8.7294349236599,0.222222,0.20067051364395283,0.0,0.36772447243296236,2.5649493574615367,1.9459101490553132,9.105090961257085,8.471645633990551,6.73058967220428,0.0,9,0.8985746616286497,1.2586780722908149,1.1148969376349214,4.0237281004734555,1.0,0.0,Oneoff,Oneoff Only
C12550,4.5818953563682925,0.545455,7.297246819578986,7.297246819578986,0.0,0.0,1.0,0.6931471805599453,0.0,0.0,0.0,2.70805020110221,8.294299608857235,7.375270386299042,3.5784788976503403,0.0,12,0.5524149804614512,2.0610070919076,0.0,2.694649758194629,1.0,0.0,Oneoff,Oneoff Only
C12551,8.51112916692825,1.0,8.143895131602097,7.790571953998575,6.933033086166406,0.0,1.0,0.28768182245174967,0.833333,0.0,0.0,3.295836866004329,9.350189267092581,7.234694980732713,7.313481567646357,0.0,12,0.9102627683572831,0.989227211939361,0.0,2.4709642687731863,0.9566149647197121,0.8513165965586929,Oneoff,"High Util, Low Repay"
C12552,6.94016146338661,0.727273,7.744569809354496,6.411818267709897,7.438971592395862,0.0,0.416667,0.0800423999811814,0.333333,0.0,0.0,2.302585092994046,8.006700845440367,5.509042920703461,6.337662474784133,0.0,12,0.8667941512188347,0.8692547043365708,0.0,3.363423932917176,0.8279114819218496,0.9605403238034592,Installment,"High Util, Low Repay"
C12553,1.5783686219794,0.5,5.209923215785441,0.0,5.209923215785441,0.0,1.0,0.0,0.875,0.0,0.0,2.1972245773362196,7.313886831633462,5.257844587086771,4.0205962228286625,0.4054651081081644,8,0.21580435387006006,1.3077275845888476,0.0,2.3711382393608726,0.0,1.0,Installment,Installments Only
C12554,5.119540747032719,0.909091,7.228613389988591,6.719435770384546,6.311662211236443,4.904376864323069,1.0,0.0800423999811814,1.0,0.0800423999811814,0.6931471805599453,2.70805020110221,9.680406499268875,7.479329239829161,5.256214453042892,0.08701129365629297,12,0.5288559677136884,1.4229497876555015,0.6784671692520562,2.669305534678218,0.9295608172503401,0.8731497827754771,Oneoff,Oneoff Only
C12555,7.37177181567897,1.0,5.548102848808668,5.236441962829949,4.244917420701475,0.0,0.333333,0.1541509655415032,0.166667,0.0,0.0,1.791759469228055,8.160803920954665,6.397003687475691,6.376205897209304,0.0,12,0.9033144144966306,1.0032617814734448,0.0,3.0964551571193657,0.9438256833963269,0.7651115230520603,Oneoff,Oneoff Only
C12556,7.74340565299212,1.0,5.5479080878770946,5.438166261664436,3.3207101307494686,2.7227559397326977,0.545455,0.37469313694136186,0.181818,0.08701129365629297,0.6931471805599453,2.1972245773362196,8.77971129020447,6.4320356871031015,6.228393716634441,0.0,11,0.8819658639153025,1.0326957446387477,0.49077163799491846,2.524961783653011,0.9802192421946465,0.5985517564729768,Oneoff,Oneoff Only
C12557,6.70846366381813,0.545455,6.978027331967469,6.928537818164665,3.966511190712216,6.624453175114963,0.333333,0.22314355131420976,0.166667,0.1541509655415032,1.3862943611198906,1.9459101490553132,7.824445930877619,8.468859805017953,6.623716775331115,0.18232155679395462,12,0.8573723587691383,1.2785661120896281,0.9493303565561108,3.5859966789088964,0.9929078074005122,0.5684287266318073,Oneoff,Oneoff Only
C12558,4.641995281940515,1.0,6.970438955959368,0.0,6.970438955959368,0.0,1.0,0.0,1.0,0.0,0.0,3.4011973816621555,8.853808274977197,7.564803418775565,5.110104322977598,0.37469313694136186,12,0.5242936302404256,1.4803618362076103,0.0,2.0494073626955855,0.0,1.0,Installment,Installments Only
C12559,9.34291545147904,1.0,7.206896444522812,0.0,7.206896444522812,0.0,0.583333,0.0,0.583333,0.0,0.0,2.302585092994046,9.648659816955295,7.902885325820107,7.856147712332924,0.0,12,0.9683122452986704,1.0059491770265232,0.0,3.129915357504422,0.0,1.0,Installment,Installments Only
C12560,7.6053948416660235,1.0,4.33729074083249,4.33729074083249,0.0,0.0,0.166667,0.1541509655415032,0.0,0.0,0.0,1.0986122886681096,8.517393171418904,6.187009280655569,6.40413828880564,0.0,12,0.8929251812851382,0.9660955153748615,0.0,3.9479721695911087,1.0,0.0,Oneoff,"High Util, Low Repay"
C12561,8.679519276390703,0.666667,0.0,0.0,0.0,9.267798680898661,0.0,0.0,0.0,0.1541509655415032,0.6931471805599453,0.0,9.350189267092581,7.511655405834084,7.5771432445256295,0.0,6,0.9282720411807855,0.9913571861349117,0.0,0.0,0.0,0.0,Mixed,"High Util, Low Repay"
C12562,8.585806388836112,1.0,0.0,0.0,0.0,7.8864836712304776,0.0,0.0,0.0,0.28768182245174967,2.0794415416798357,0.0,8.853808274977197,7.250946193227696,7.114766689826073,0.0,12,0.9697303264518933,1.0191404032399765,0.0,0.0,0.0,0.0,Mixed,Typical
C12563,8.073591656607716,0.909091,0.0,0.0,0.0,8.234243450466089,0.0,0.0,0.0,0.08701129365629297,1.791759469228055,0.0,9.105090961257085,6.622129315289269,7.0322611271417115,0.0,11,0.8867118067201653,0.9416785292187888,0.0,0.0,0.0,0.0,Mixed,"High Util, Low Repay"
C12564,8.371133777133767,1.0,0.0,0.0,0.0,9.114590059367623,0.0,0.0,0.0,0.5108258237659706,2.995732273553991,0.0,8.922791623969637,9.243865903131676,7.20756775247359,0.0,12,0.938174299021628,1.2825222350437484,0.0,0.0,0.0,0.0,Mixed,Typical
C12565,7.203528395230186,1.0,5.6788748389500165,0.0,5.6788748389500165,7.2880513017214685,1.0,0.0,0.857143,0.1335312676245148,1.6094379124341003,2.0794415416798357,7.313886831633462,5.625252670855129,6.745613784129297,0.0,7,0.9849111096543137,0.8339126506308305,1.2833618469163122,2.730961522660767,0.0,1.0,Installment,"High Util, Low Repay"
C12566,6.560528766274372,1.0,7.190080529247163,6.925801462673199,5.733341276897746,0.0,0.75,0.4595321188521022,0.416667,0.0,0.0,2.70805020110221,8.006700845440367,6.758402756564727,5.429366054184441,0.0,12,0.8193797786276033,1.2447867189496258,0.0,2.655076529349681,0.9632439350993424,0.7973959754103137,Oneoff,Oneoff Only
C12567,4.72748038080002,1.0,5.438079308923196,5.438079308923196,0.0,0.0,0.181818,0.1670539308170005,0.0,0.0,0.0,1.6094379124341003,5.017279836814924,4.792701647628228,5.535426341786959,0.0,11,0.9422397264173976,0.865823398542602,0.0,3.378868651539773,1.0,0.0,Oneoff,"High Util, Low Repay"
C12568,7.590367711935706,1.0,0.0,0.0,0.0,7.561881651806382,0.0,0.0,0.0,0.1541509655415032,1.6094379124341003,0.0,8.612685172875459,7.301239939263441,6.170205101844096,0.0,12,0.8813009601048218,1.1833058737514757,0.0,0.0,0.0,0.0,Mixed,Typical
C12569,6.152242376645509,1.0,6.374479526378554,6.102513850883277,4.946629964120343,6.754343168012408,0.666667,0.34830692956230574,0.416667,0.5596157879354227,2.995732273553991,2.5649493574615367,8.412054873292933,7.221985524090329,5.313031594379538,0.0,12,0.7313602287804845,1.3592965514698243,1.0595913187989578,2.485226270777997,0.9573352342932717,0.7760053104964013,Oneoff,Oneoff Only
C12570,2.8052420639754585,0.090909,0.0,0.0,0.0,7.397144771606701,0.0,0.0,0.0,0.0800423999811814,1.6094379124341003,0.0,7.601402334583733,7.549265728292107,3.514089096511473,0.0,12,0.3690427029776577,2.1482852372145196,0.0,0.0,0.0,0.0,Mixed,Typical
C12571,6.911805906104039,1.0,7.395107546562485,7.395107546562485,0.0,0.0,0.333333,0.28768182245174967,0.0,0.0,0.0,2.5649493574615367,7.0909098220799835,7.548646164249546,6.42148067729525,0.0,12,0.9747417580437643,1.1755304646387355,0.0,2.8831397879454546,1.0,0.0,Oneoff,Oneoff Only
C12572,5.402400884190859,1.0,7.745699530442225,7.227379234212178,6.8416154764775925,0.0,1.0,0.6931471805599453,0.5,0.0,0.0,3.5263605246161616,9.798182590890704,7.859371866582554,5.252456034409723,0.6931471805599453,12,0.5513676474261084,1.4963232086274472,0.0,2.1965137927255274,0.9330828294858404,0.8832792247606052,Oneoff,Oneoff Only
C12573,8.563559656226442,1.0,7.485373755968628,6.986242932030878,6.552707581787561,6.490631163013327,1.0,0.5108258237659706,1.0,0.1541509655415032,1.791759469228055,4.543294782270004,9.741027444837728,7.116237060327885,7.076358937512268,0.0,12,0.879122834292466,1.0056354013649902,0.8671084937926952,1.6475650633940704,0.9333191848249719,0.8754015224106365,Oneoff,Oneoff Only
C12574,6.227195394967805,0.909091,8.55210077021023,8.55210077021023,0.0,0.0,0.666667,0.5108258237659706,0.0,0.0,0.0,3.5263605246161616,9.04793908261736,8.511774824141105,5.158416854072485,0.4700036292457356,12,0.6882446199191719,1.650075025910556,0.0,2.4251918402872636,1.0,0.0,Oneoff,Oneoff Only
